timestamp,acc_x,acc_y,acc_z,act,fall,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
6,-330.687.141.418.457,1.227.507.209.777.830,5.183.446.884.155.270,SAL,0,4.526.841.163.635.250,-13.635.385.036.468.500,2.533.198.833.465.570,-7.259.999.752.044.670,29.999.998.211.860.600,17.279.998.779.296.800
7,-33.949.780.464.172.300,-8.916.007.041.931.150,2.293.645.143.508.910,SAL,0,-12.026.835.680.007.900,3.467.435.836.791.990,-23.819.313.049.316.400,-7.079.999.923.706.050,17.400.000.095.367.400,1.703.999.900.817.870
7,-9.397.241.592.407.220,2.801.215.887.069.700,5.171.475.887.298.580,SAL,0,1.796.568.512.916.560,-16.532.903.909.683.200,43.798.346.519.470.200,-8.220.000.267.028.800,38.999.998.569.488.500,15.779.999.732.971.100
7,-2.935.291.290.283.200,-33.063.924.312.591.500,13.694.833.517.074.500,SAL,0,-21.704.764.366.149.900,-260.989.785.194.397,-1.590.439.796.447.750,-7.199.999.809.265.130,4.259.999.752.044.670,16.739.999.771.118.100
8,1.530.373.764.038.080,-13.606.247.901.916.500,-13.062.764.167.785.600,SAL,0,59.404.473.304.748.500,9.528.790.712.356.560,11.707.255.840.301.500,-671.999.979.019.165,14.399.999.380.111.600,17.459.999.084.472.600
8,-5.182.967.758.178.710,18.035.520.553.588.800,-1.786.553.382.873.530,SAL,0,-13.182.647.228.240.900,-11.984.225.511.550.900,-7.025.418.877.601.620,-809.999.942.779.541,13.799.999.952.316.200,16.739.999.771.118.100
8,13.407.529.592.514.000,-8.101.978.302.001.950,16.687.586.307.525.600,SAL,0,21.742.048.263.549.800,-5.544.701.218.605.040,11.824.434.995.651.200,-10.260.000.228.881.800,16.200.000.047.683.700,1.631.999.969.482.420
0,-233.913.516.998.291,39.264.907.836.914.000,7.824.251.174.926.750,CA,0,-34.887.412.190.437.300,-9.161.274.433.135.980,-5.629.922.747.612,23.999.998.569.488.500,-9.179.999.351.501.460,18.299.999.237.060.500
0,-59.519.853.591.918.900,-34.189.200.401.306.100,8.267.178.535.461.420,CA,0,-4.159.325.122.833.250,-46.232.476.830.482.400,-1.746.501.088.142.390,10.799.999.237.060.500,-9.719.999.313.354.490,17.639.999.389.648.400
1,-4.994.304.656.982.420,-14.939.818.382.263.100,13.670.891.523.361.200,CA,0,-36.245.622.634.887.600,-14.018.880.128.860.400,4.585.963.487.625.120,16.799.999.475.479.100,-12.779.999.732.971.100,1.434.000.015.258.780
1,-7.079.654.216.766.350,-4.393.360.137.939.450,13.242.329.597.473.100,CA,0,45.699.843.764.305.100,15.787.218.809.127.800,10.386.328.399.181.300,13.199.999.332.427.900,-16.5,8.760.000.228.881.830
1,-4.745.307.922.363.280,6.967.126.727.104.180,3.890.577.793.121.330,CA,0,2.679.139.971.733.090,21.518.342.196.941.300,-3.648.530.840.873.710,-5.339.999.675.750.730,-16.079.999.923.706.000,7.199.999.809.265.130
1,-12.574.347.496.032.700,4.857.835.292.816.160,-22.218.191.623.687.700,CA,0,36.751.624.941.825.800,-1.805.623.322.725.290,13.848.437.368.869.700,-984.000.015.258.789,-13.199.999.809.265.100,10.019.999.504.089.300
1,-8.736.441.612.243.650,10.414.776.802.062.900,-2.322.375.625.371.930,CA,0,-3.716.175.079.345.700,-687.095.582.485.199,-12.149.341.106.414.700,-10.019.999.504.089.300,-11.219.999.313.354.400,11.699.999.809.265.100
2,-7.929.595.947.265.620,-2.849.099.934.101.100,-40.701.430.290.937.400,CA,0,7.217.166.423.797.600,1.949.433.982.372.280,4.271.710.515.022.270,-7.019.999.980.926.510,-134.399.995.803.833,7.859.999.656.677.240
2,-10.563.218.116.760.200,-52.049.946.784.973.100,-31.244.332.790.374.700,CA,0,6.061.354.875.564.570,-608.798.623.085.022,25.710.158.348.083.400,-4.079.999.923.706.050,-15,4.019.999.980.926.510
2,-869.095.230.102.539,-2.298.433.542.251.580,14.628.572.463.989.200,CA,0,-5.241.101.384.162.900,844.754.695.892.334,-23.776.702.880.859.300,-4.679.999.828.338.620,-13.079.999.923.706.000,39.599.997.997.283.900
2,-14.207.192.420.959.400,14.532.804.489.135.700,-6.655.880.808.830.260,CA,0,-35.111.117.362.976.000,-10.423.612.594.604.400,-1.291.633.129.119.870,-23.999.998.569.488.500,-17.520.000.457.763.600,6.179.999.828.338.620
2,-14.877.569.198.608.300,-32.106.244.564.056.300,11.540.051.698.684.600,CA,0,14.567.492.008.209.200,24.927.188.456.058.500,22.242.722.511.291.500,21.599.998.474.121.000,-22.799.999.237.060.500,7.259.999.752.044.670
3,-6.224.924.564.361.570,-3.665.522.813.796.990,-20.374.655.723.571.700,CA,0,-29.044.435.024.261.400,9.097.358.584.403.990,-2.067.145.586.013.790,-24.600.000.381.469.700,-18.600.000.381.469.700,7.079.999.923.706.050
3,-7.948.749.542.236.320,-3.670.311.212.539.670,-39.217.023.849.487.300,CA,0,-19.691.413.640.975.900,34.514.567.255.973.800,-19.659.456.014.633.100,-984.000.015.258.789,-14.699.999.809.265.100,3
3,-10.335.768.699.645.900,-231.758.713.722.229,1.139.639.973.640.440,CA,0,13.257.216.215.133.600,30.253.511.667.251.500,19.542.276.859.283.400,-7.679.999.828.338.620,-1.668.000.030.517.570,-4.799.999.713.897.700
3,-1.326.866.626.739.500,-33.446.998.596.191.400,31.890.766.620.635.900,CA,0,13.843.111.991.882.300,7.084.008.455.276.480,25.576.999.187.469.400,-8.519.999.504.089.350,-15.359.999.656.677.200,-6
3,-12.282.255.172.729.400,-3.643.975.019.454.950,-5.530.605.912.208.550,CA,0,-32.330.775.260.925.200,7.163.903.713.226.310,-4.988.101.005.554.190,-1.475.999.927.520.750,-7.440.000.057.220.450,-5.159.999.847.412.100
4,-6.981.492.042.541.500,-5.652.710.437.774.650,-227.209.734.916.687,CA,0,15.456.987.619.400.000,16.618.125.140.666.900,-18.024.274.110.794.000,-12.539.999.961.853.000,-7.739.999.771.118.160,-7.980.000.019.073.480
4,-5.396.530.628.204.340,-8.578.424.453.735.350,-3.177.105.665.206.900,CA,0,-35.100.463.032.722.400,-22.903.185.337.781.900,35.350.801.944.732.600,-6.359.999.656.677.240,-14.460.000.038.146.900,-9.119.999.885.559.080
4,-9.251.194.953.918.450,105.105.459.690.094,-875.080.680.847.168,CA,0,18.801.917.135.715.400,-3.834.952.116.012.570,-2.082.592.010.498.040,-965.999.984.741.211,-12.059.999.465.942.300,-7.319.999.694.824.210
4,-11.305.420.875.549.300,26.360.161.304.473.800,-29.951.462.745.666.500,CA,0,-3.845.604.658.126.830,-10.871.024.131.774.900,-4.090.615.510.940.550,-1.409.999.942.779.540,-959.999.942.779.541,-7.619.999.885.559.080
5,-10.986.991.882.324.200,-39.911.341.667.175.200,-37.181.951.999.664.300,CA,0,20.431.771.278.381.300,-12.064.119.577.407.800,20.586.235.523.223.800,-11.460.000.038.146.900,-13.739.999.771.118.100,-7.079.999.923.706.050
5,-8.580.819.129.943.840,-37.445.313.930.511.400,-4.774.038.314.819.330,CA,0,-8.271.778.225.898.740,10.231.865.644.454.900,5.022.721.886.634.820,-16.260.000.228.881.800,-13.799.999.237.060.500,-4.319.999.694.824.210
5,-8.882.488.250.732.420,-6.248.866.319.656.370,-8.619.125.932.455.060,CA,0,-17.550.232.410.430.900,-17.843.179.404.735.500,-3.100.452.184.677.120,-22.739.999.771.118.100,-10.800.000.190.734.800,-959.999.942.779.541
6,-12.993.332.862.854.000,-38.714.241.981.506.300,-51.331.682.205.200.100,CA,0,5.081.311.464.309.690,62.317.971.140.146.200,14.199.975.728.988.600,-13.979.999.542.236.300,-1.409.999.942.779.540,-1.769.999.885.559.080
6,-4.003.105.163.574.210,-4.036.623.954.772.940,-4.113.238.334.655.760,CA,0,-5.006.742.849.946.020,5.709.817.409.515.380,29.401.299.953.460.600,-7.799.999.713.897.700,-16.139.999.389.648.400,-16.979.999.542.236.300
6,-11.425.130.844.116.200,4.390.965.938.568.110,-10.070.012.092.590.300,CA,0,12.580.772.638.320.900,-3.749.730.885.028.830,-29.949.910.640.716.500,-12.539.999.961.853.000,-10.380.000.114.440.900,-13.559.999.465.942.300
7,-14.923.059.463.500.900,-13.335.703.611.373.900,-21.978.771.686.553.900,CA,0,35.526.570.677.757.200,36.751.624.941.825.800,-11.249.192.953.109.700,-11.639.999.389.648.400,-10.199.999.809.265.100,-1.134.000.015.258.780
0,-19.560.627.937.316.800,6.042.964.935.302.730,7.400.477.409.362.790,TRO,0,8.612.663.149.833.670,13.635.385.036.468.500,22.828.617.095.947.200,-21.599.998.474.121.000,20.459.999.084.472.600,20.999.999.046.325.600
1,-3.794.809.579.849.240,2.765.302.896.499.630,34.356.794.357.299.800,TRO,0,-11.856.393.814.086.900,-40.480.050.444.602.900,1.217.597.246.170.040,-21.599.998.474.121.000,19.979.999.542.236.300,20.999.999.046.325.600
1,9.117.119.789.123.530,17.190.368.175.506.500,7.795.520.782.470.700,TRO,0,-4.585.963.487.625.120,-12.325.109.243.392.900,3.371.562.063.694,41.999.998.688.697.800,18,7.259.999.752.044.670
1,-6.607.996.463.775.630,-1.800.439.715.385.430,791.283.655.166.626,TRO,0,9.400.959.014.892.570,30.786.141.753.196.700,5.645.901.560.783.380,4.679.999.828.338.620,149.399.995.803.833,12.899.999.618.530.200
2,-3.627.215.623.855.590,16.010.026.931.762.600,19.352.333.068.847.600,TRO,0,-56.277.923.583.984.300,13.528.858.125.209.800,2.407.497.614.622.110,4.739.999.771.118.160,15.960.000.038.146.900,10.859.999.656.677.200
2,-2.084.152.603.149.410,16.292.543.411.254.800,4.742.913.722.991.940,TRO,0,4.587.028.980.255.120,-2.763.295.888.900.750,23.025.691.509.246.800,17.400.000.095.367.400,19.979.999.542.236.300,7.619.999.885.559.080
2,-26.087.221.145.629.800,13.627.796.173.095.700,-2.181.596.565.246.580,TRO,0,1.063.666.582.107.540,61.295.318.603.515.600,-38.690.404.891.967.700,35.999.999.046.325.600,22.079.999.923.706.000,5.999.999.865.889.540
3,9.318.233.489.990.230,2.980.781.078.338.620,-5.370.194.435.119.620,TRO,0,-3.435.477.912.425.990,-6.412.891.745.567.320,19.563.581.943.511.900,1.559.999.942.779.540,2.501.999.855.041.500,-3.419.999.837.875.360
3,-25.067.291.259.765.600,-1.130.302.619.934.080,-5.439.626.216.888.420,TRO,0,-8.729.842.305.183.410,11.323.760.747.909.500,-24.122.912.883.758.500,41.999.998.688.697.800,25.260.000.228.881.800,-3.179.999.828.338.620
3,-45.825.018.882.751.400,28.610.711.097.717.200,-4.809.951.305.389.400,TRO,0,20.895.161.628.723.100,34.956.653.118.133.500,-2.823.483.467.102.050,4.679.999.828.338.620,21.059.999.465.942.300,-4.619.999.885.559.080
3,-5.509.057.998.657.220,-2.142.810.583.114.620,304.063.618.183.136,TRO,0,3.334.810.495.376.580,-11.568.771.600.723.200,33.571.808.338.165.200,16.200.000.047.683.700,18.239.999.771.118.100,-17.999.999.523.162.800
4,-6.372.646.713.256.830,9.282.320.022.583.000,-5.243.301.868.438.720,TRO,0,29.827.404.767.274.800,4.793.690.204.620.360,-4.828.310.966.491.690,4.859.999.656.677.240,18,-17.400.000.095.367.400
4,-1.680.729.627.609.250,26.324.247.360.229.400,3.974.374.830.722.800,TRO,0,-2.376.072.406.768.790,-41.662.492.752.075.100,32.186.965.942.382.800,35.999.999.046.325.600,1.853.999.900.817.870,11.999.999.284.744.200
4,-15.610.195.398.330.600,-9.813.833.236.694.330,-8.877.699.851.989.740,TRO,0,43.409.526.348.114.000,-16.586.167.812.347.400,-22.242.722.511.291.500,14.399.999.380.111.600,17.940.000.534.057.600,4.859.999.656.677.240
5,34.524.388.313.293.400,45.609.540.939.331.000,2.691.082.715.988.150,TRO,0,9.219.864.010.810.850,25.076.324.939.727.700,-15.552.860.498.428.300,4.319.999.694.824.210,17.459.999.084.472.600,35.399.999.618.530.200
5,596.874.475.479.126,-8.437.167.167.663.570,-12.212.822.914.123.500,TRO,0,6.863.498.687.744.140,-3.931.358.575.820.920,4.112.453.460.693.350,-41.999.998.688.697.800,15.539.999.961.853.000,6.599.999.904.632.560
5,-10.582.371.711.730.900,15.435.418.128.967.200,14.281.413.078.308.100,TRO,0,-6.104.497.909.545.890,-1.796.035.885.810.850,-7.027.017.116.546.630,38.399.999.141.693.100,13.920.000.076.293.900,4.920.000.076.293.940
6,-27.128.700.256.347.600,-21.571.757.793.426.500,6.282.385.349.273.680,TRO,0,26.098.979.637.026.700,-4.642.422.676.086.420,-16.852.483.749.389.600,4.440.000.057.220.450,15.179.999.351.501.400,3.059.999.942.779.540
6,-25.177.425.384.521.400,12.042.834.758.758.500,-27.913.997.650.146.400,TRO,0,-4.255.731.403.827.660,5.026.450.157.165.520,-4.737.231.254.577.630,35.999.999.046.325.600,1.265.999.984.741.210,-18.600.000.143.051.100
6,12.773.066.520.690.900,8.372.523.307.800.290,9.821.015.357.971.190,TRO,0,-2.076.200.485.229.490,-2.239.718.437.194.820,31.132.354.736.328.100,5.819.999.694.824.210,13.079.999.923.706.000,-6.960.000.038.146.970
7,-23.343.467.712.402.300,-9.409.213.066.101.070,-996.945.571.899.414,TRO,0,-27.963.191.270.828.200,-3.813.646.733.760.830,-27.696.876.525.878.900,5.819.999.694.824.210,15.420.000.076.293.900,-6
7,30.573.954.582.214.300,4.757.278.919.219.970,-454.898.327.589.035,TRO,0,4.953.479.766.845.700,2.127.865.791.320.800,11.765.846.014.022.800,6.299.999.713.897.700,14.460.000.038.146.900,-10.559.999.465.942.300
7,-8.068.459.630.012.510,-5.142.745.018.005.370,-14.386.757.850.646.900,TRO,0,56.618.804.931.640.600,-34.647.727.012.634.200,13.070.794.343.948.300,3.179.999.828.338.620,17.459.999.084.472.600,-7.980.000.019.073.480
8,-2.818.693.733.215.330,1.375.468.921.661.370,6.294.356.346.130.370,TRO,0,-19.520.970.582.962.000,4.416.586.399.078.360,-564.483.642.578.125,20.399.999.618.530.200,1.835.999.870.300.290,-7.799.999.713.897.700
8,-4.981.615.447.998.040,18.078.617.095.947.200,3.866.875.076.293.940,TRO,0,10.072.075.128.555.200,-7.151.120.185.852.050,-1.796.568.512.916.560,17.999.999.523.162.800,18.420.000.076.293.900,-8.279.999.732.971.190
8,-8.995.016.098.022.460,-9.720.458.984.375,9.576.806.426.048.270,TRO,0,-2.017.610.788.345.330,2.360.625.982.284.540,-15.286.544.561.386.100,17.400.000.095.367.400,18,-671.999.979.019.165
9,7.352.593.421.936.030,2.011.129.379.272.460,12.516.886.711.120.600,TRO,0,-24.133.565.425.872.800,193.292.236.328.125,15.126.755.237.579.300,5.399.999.618.530.270,17.399.999.618.530.200,-9.059.999.465.942.380
9,-287.064.790.725.708,-6.009.446.144.104.000,-23.616.405.487.060.500,TRO,0,6.053.897.857.666.010,-2.315.884.828.567.500,-12.761.868.238.449.000,12.599.999.904.632.500,19.739.999.771.118.100,-6.420.000.076.293.940
0,-2.868.253.707.885.740,5.013.458.251.953.120,7.299.921.035.766.600,CA,0,-12.628.710.269.927.900,26.748.790.740.966.700,16.085.493.564.605.700,-7.199.999.809.265.130,-10.679.999.351.501.400,1.619.999.885.559.080
0,-2.693.476.915.359.490,-19.991.583.824.157.700,6.519.411.087.036.130,CA,0,-11.488.877.534.866.300,-4.897.553.443.908.690,-18.178.738.355.636.500,-6.420.000.076.293.940,-11.639.999.389.648.400,15.899.999.618.530.200
0,-4.359.841.346.740.720,-4.845.864.295.959.470,6.617.573.261.260.980,CA,0,3.888.215.124.607.080,16.138.756.275.177.000,-6.668.555.736.541.740,-4.259.999.752.044.670,-16.079.999.923.706.000,10.739.999.771.118.100
1,-9.579.200.744.628.900,-34.524.388.313.293.400,37.900.211.811.065.600,CA,0,-287.621.408.700.943,2.980.609.893.798.820,-4.484.763.443.470.000,-35.999.999.046.325.600,-193.799.991.607.666,34.800.000.190.734.800
1,-10.398.017.883.300.700,231.758.713.722.229,5.339.069.962.501.520,CA,0,3.568.635.880.947.110,11.361.045.837.402.300,8.255.799.859.762.190,-4.5,-18.959.999.084.472.600,-9.599.999.785.423.270
1,-6.995.857.238.769.530,-8.595.184.087.753.290,4.189.853.072.166.440,CA,0,-5.693.838.596.343.990,-3.057.309.091.091.150,2.086.320.400.238.030,-5.460.000.038.146.970,-19.020.000.457.763.600,-17.400.000.095.367.400
2,-6.507.440.090.179.440,-3.797.203.779.220.580,-3.603.273.630.142.210,CA,0,-9.139.968.752.861.020,-9.006.810.784.339.900,11.185.276.508.331.200,-10.679.999.351.501.400,-14.579.999.923.706.000,39.599.997.997.283.900
2,-993.354.320.526.123,-7.565.677.165.985.100,-3.780.444.383.621.210,CA,0,-5.161.206.126.213.070,-5.379.585.549.235.340,-20.383.834.838.867.100,-14.579.999.923.706.000,-9.359.999.656.677.240,8.519.999.504.089.350
2,-14.604.630.470.275.800,-33.518.823.981.285.000,-3.993.528.366.088.860,CA,0,5.821.670.293.807.980,7.350.324.839.353.560,11.078.750.342.130.600,-7.980.000.019.073.480,-13.619.999.885.559.000,6.539.999.961.853.020
3,-8.197.746.276.855.460,-3.134.010.076.522.820,-34.955.344.200.134.200,CA,0,6.844.323.873.519.890,-5.699.164.792.895.310,2.480.468.273.162.840,-2.700.000.047.683.710,-1.703.999.900.817.870,38.999.998.569.488.500
3,-1.011.550.235.748.290,-6.356.605.529.785.150,-31.507.694.721.221.900,CA,0,-9.571.400.880.813.590,-5.411.543.250.083.920,-3.084.473.133.087.150,-5.699.999.809.265.130,-12.539.999.961.853.000,35.399.999.618.530.200
3,-11.587.936.401.367.100,-6.382.941.722.869.870,14.844.050.407.409.600,CA,0,-26.849.989.891.052.200,-31.265.512.108.802.700,-3.061.569.929.122.920,-293.999.981.880.188,-10.739.999.771.118.100,-17.400.000.095.367.400
4,-14.027.627.944.946.200,-5.066.130.638.122.550,-39.815.573.692.321.700,CA,0,18.764.632.940.292.300,20.506.340.265.274.000,16.852.483.749.389.600,16.200.000.047.683.700,-4.739.999.771.118.160,-10.019.999.504.089.300
4,-53.582.234.382.629.300,-5.032.611.846.923.820,-2.873.042.106.628.410,CA,0,10.657.970.905.303.900,17.470.337.450.504.300,24.266.724.586.486.800,36.599.998.474.121.000,-8.220.000.267.028.800,-11.639.999.389.648.400
4,-887.051.773.071.289,-6.347.028.732.299.800,-2.070.984.363.555.900,CA,0,-13.124.058.246.612.500,-28.975.194.692.611.600,-33.028.523.921.966.500,-25.199.999.809.265.100,-1.703.999.900.817.870,-6.480.000.019.073.480
5,-15.490.485.191.345.200,-16.160.861.253.738.400,-13.742.717.504.501.300,CA,0,9.369.000.792.503.350,8.586.031.794.548.030,-15.057.512.521.743.700,-5.339.999.675.750.730,-15.899.999.618.530.200,-5.519.999.980.926.510
5,-8.281.543.731.689.450,-7.524.975.776.672.360,-18.507.179.021.835.300,CA,0,1.602.157.711.982.720,-5.038.700.699.806.210,3.796.069.860.458.370,25.799.999.237.060.500,-15.899.999.618.530.200,-8.399.999.618.530.270
5,-9.780.313.491.821.280,-7.316.680.431.365.960,-16.639.702.320.098.800,CA,0,-736.630.380.153.656,9.108.011.424.541.470,-21.789.984.703.063.900,-4.859.999.656.677.240,-13.679.999.351.501.400,-6.659.999.847.412.100
6,-14.401.123.046.875,-27.269.957.065.582.200,-27.676.970.958.709.700,CA,0,-15.659.387.111.663.800,-6.918.892.860.412.590,-16.133.430.004.119.800,-10.800.000.190.734.800,-13.799.999.237.060.500,-5.639.999.866.485.590
6,-10.651.803.016.662.500,-7.038.952.827.453.610,-17.573.440.074.920.600,CA,0,31.031.153.202.056.800,14.146.711.826.324.400,342.802.095.413.208,-37.799.999.713.897.700,-15.059.999.465.942.300,-89.399.995.803.833
6,-5.767.632.007.598.870,-7.501.033.782.958.980,-28.395.233.154.296.800,CA,0,23.062.975.704.669.900,5.741.775.631.904.600,10.924.286.842.346.100,-4.5,-14.819.999.694.824.200,-7.679.999.828.338.620
6,-7.977.479.934.692.380,-5.063.736.438.751.220,12.425.906.658.172.600,CA,0,-14.705.976.247.787.400,-12.436.962.127.685.500,-25.624.935.626.983.600,-11.039.999.961.853.000,-1.565.999.984.741.210,-25.799.999.237.060.500
7,-8.820.239.067.077.630,-5.082.890.033.721.920,-66.846.113.204.956.000,CA,0,6.391.586.363.315.580,-1.416.269.063.949.580,-740.358.829.498.291,-6.179.999.828.338.620,-18.479.999.542.236.300,-4.139.999.866.485.590
7,-122.990.140.914.917,-8.157.045.364.379.880,3.294.421.434.402.460,CA,0,-18.738.001.585.006.700,12.506.204.843.521.100,14.386.396.408.081.000,-8.399.999.737.739.560,-19.920.000.076.293.900,-10.079.999.923.706.000
7,-340.216.064.453.125,-8.578.424.453.735.350,-7.752.425.193.786.620,CA,0,14.892.396.926.879.800,-28.016.453.981.399.500,-1.143.028.736.114.500,-6.480.000.019.073.480,-18.059.999.465.942.300,-1.619.999.885.559.080
8,-1.436.521.053.314.200,-14.197.616.577.148.400,-19.369.091.987.609.800,CA,0,12.522.183.656.692.500,10.902.981.758.117.600,-12.032.161.951.065.000,-959.999.942.779.541,-16.440.000.534.057.600,-18.479.999.542.236.300
8,-6.411.672.115.325.920,-6.598.419.666.290.280,-26.575.639.843.940.700,CA,0,8.676.578.998.565.670,-740.358.829.498.291,4.185.423.851.013.180,-5.699.999.809.265.130,-1.715.999.984.741.210,-16.260.000.228.881.800
8,-7.647.080.421.447.750,-6.421.248.912.811.270,-26.791.117.191.314.600,CA,0,47.990.164.160.728.400,16.937.704.384.326.900,-18.823.223.114.013.600,-7.259.999.752.044.670,-15.239.999.771.118.100,-10.920.000.076.293.900
0,-4.189.853.072.166.440,644.279.670.715.332,6.643.909.931.182.860,TRO,0,8.058.725.595.474.240,25.672.873.854.637.100,-28.842.034.339.904.700,39.599.997.997.283.900,2.165.999.984.741.210,-20.999.999.046.325.600
0,-5.384.559.631.347.650,-34.404.678.344.726.500,13.235.146.522.521.900,TRO,0,-3.846.137.285.232.540,-8.703.210.353.851.310,-1.906.823.366.880.410,26.399.998.664.855.900,21.779.998.779.296.800,-9.599.999.785.423.270
0,1.192.312.479.019.160,-4.228.160.381.317.130,12.583.924.293.518.000,TRO,0,-4.841.094.493.865.960,-34.621.093.422.174.400,28.581.044.673.919.600,7.199.999.690.055.840,2.015.999.984.741.210,6.899.999.618.530.270
1,-16.838.420.867.919.900,-5.434.837.818.145.750,20.676.326.751.708.900,TRO,0,4.897.553.443.908.690,-15.920.376.777.648.900,30.413.299.798.965.400,8.399.999.737.739.560,15.839.999.198.913.500,15.239.999.771.118.100
1,-10.524.910.926.818.800,-28.802.247.047.424.300,4.575.319.290.161.130,TRO,0,-28.304.076.194.763.100,32.016.522.884.368.800,-1.810.949.668.288.230,35.999.998.450.279.200,15.839.999.198.913.500,6.359.999.656.677.240
1,692.881.965.637.207,5.521.028.995.513.910,7.091.625.213.623.040,TRO,0,-16.447.683.572.769.100,23.542.344.570.159.900,7.062.703.371.047.970,-4.019.999.980.926.510,1.781.999.969.482.420,-36.599.998.474.121.000
1,984.256.362.915.039,-14.520.833.015.441.800,-8.990.227.699.279.780,TRO,0,13.928.332.328.796.300,24.181.503.057.479.800,2.525.209.426.879.880,-5.639.999.866.485.590,17.579.999.923.706.000,-23.999.998.569.488.500
2,15.705.963.373.184.200,11.013.327.598.571.700,10.970.232.009.887.600,TRO,0,-29.981.868.267.059.300,12.586.100.101.470.900,16.863.136.291.503.900,-12.599.999.904.632.500,1.853.999.900.817.870,-4.619.999.885.559.080
2,-2.382.709.503.173.820,-30.526.070.594.787.500,21.610.065.460.205.000,TRO,0,1.696.433.663.368.220,-5.525.526.523.590.080,2.102.299.451.828.000,-4.739.999.771.118.160,1.781.999.969.482.420,2.819.999.933.242.790
2,-4.077.565.002.441.400,7.680.599.212.646.480,-17.460.912.704.467.700,TRO,0,267.860.746.383.667,7.647.000.789.642.330,-4.608.334.064.483.640,-5.940.000.057.220.450,20.639.999.389.648.400,9.719.999.313.354.490
3,11.468.225.717.544.500,8.592.789.649.963.370,12.279.860.496.520.900,TRO,0,-1.212.270.975.112.910,-1.771.002.173.423.760,1.714.543.104.171.750,-37.200.000.286.102.200,22.5,11.999.999.284.744.200
3,24.396.915.435.791.000,-8.832.210.540.771.480,-8.362.946.510.314.940,TRO,0,8.644.620.776.176.450,-15.313.177.108.764.600,-14.024.206.399.917.600,-3,18.899.999.618.530.200,-8.999.999.761.581.420
3,77.428.483.963.012.600,-8.140.286.058.187.480,12.665.326.595.306.300,TRO,0,-22.674.152.851.104.700,35.840.823.650.360.100,19.686.087.369.918.800,1.559.999.942.779.540,1.715.999.984.741.210,-35.999.998.450.279.200
4,-3.734.954.595.565.790,-8.224.082.946.777.340,-4.972.756.862.640.380,TRO,0,38.077.878.952.026.300,-3.562.244.415.283.200,5.163.869.380.950.920,12.599.999.904.632.500,1.781.999.969.482.420,2.819.999.933.242.790
4,-28.002.582.550.048.800,9.519.346.237.182.610,15.145.719.528.198.200,TRO,0,-626.428.747.177.124,31.372.037.529.945.300,-7.856.325.149.536.130,4.259.999.752.044.670,18.959.999.084.472.600,18.600.000.143.051.100
4,-30.480.581.283.569.300,3.514.927.673.339.840,1.029.746.150.970.450,TRO,0,-16.085.493.564.605.700,-13.688.647.747.039.700,16.431.704.759.597.700,20.399.999.618.530.200,18.119.998.931.884.700,5.399.999.618.530.270
5,-2.185.906.171.798.700,-6.531.382.083.892.820,-4.144.362.926.483.150,TRO,0,-9.289.106.130.599.970,5.150.553.584.098.810,-17.859.158.515.930.100,7.799.999.713.897.700,16.739.999.771.118.100,36.599.998.474.121.000
5,8.073.247.909.545.890,12.354.081.153.869.600,-1.867.477.297.782.890,TRO,0,177.153.480.052.948,26.722.159.385.681.100,-2.087.918.370.962.140,4.5,16.619.998.931.884.700,11.399.999.856.948.800
5,7.070.077.419.281.000,-7.718.906.402.587.890,-9.768.342.971.801.750,TRO,0,7.653.392.314.910.880,-22.642.195.224.761.900,33.949.978.351.593.000,26.399.998.664.855.900,1.619.999.885.559.080,37.799.999.713.897.700
6,6.232.107.162.475.580,16.567.874.908.447.200,578.678.560.256.958,TRO,0,19.302.592.277.526.800,6.717.557.430.267.330,-12.295.282.363.891.600,6.659.999.847.412.100,1.175.999.927.520.750,-8.999.999.761.581.420
6,-36.604.949.951.171.800,4.537.012.100.219.720,2.084.391.975.402.830,TRO,0,19.371.833.801.269.500,-513.297.700.881.958,8.213.189.244.270.320,5.039.999.961.853.020,1.265.999.984.741.210,-20.999.999.046.325.600
6,-36.774.938.106.536.800,-467.827.033.996.582,-8.145.073.890.686.030,TRO,0,463.390.052.318.573,1.627.191.424.369.810,-16.682.041.883.468.600,2.700.000.047.683.710,15.479.999.542.236.300,-17.400.000.095.367.400
7,14.453.795.433.044.400,2.846.705.913.543.700,15.308.526.039.123.500,TRO,0,-3.413.107.395.172.110,20.554.277.896.881.100,15.062.839.984.893.700,5.639.999.866.485.590,15.299.999.237.060.500,-9.179.999.351.501.460
7,-10.606.313.943.862.900,-7.398.083.209.991.450,-15.911.864.280.700.600,TRO,0,4.302.603.244.781.490,-194.037.926.197.052,-13.832.459.449.768.000,2.700.000.047.683.710,1.818.000.030.517.570,-5.940.000.057.220.450
7,16.519.991.159.439.000,8.939.949.035.644.530,20.254.945.755.004.800,TRO,0,-5.949.501.991.271.970,20.133.498.311.042.700,16.309.199.333.190.900,-5.999.999.642.372.130,16.440.000.534.057.600,-8.279.999.732.971.190
7,-31.316.158.771.514.800,-4.082.113.742.828.360,-4.632.780.075.073.240,TRO,0,37.444.045.543.670.600,-5.172.391.414.642.330,2.045.307.755.470.270,-7.799.999.713.897.700,1.631.999.969.482.420,-9.239.999.771.118.160
