timestamp,acc_x,acc_y,acc_z,act,fall,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
7,19.105.730.056.762.600,-5.856.217.384.338.370,-10.079.588.890.075.600,SAL,0,-3.070.624.828.338.620,10.764.497.518.539.400,-30.892.670.154.571.500,4.920.000.076.293.940,2.135.999.870.300.290,163.799.991.607.666
7,15.152.902.603.149.400,-9.045.293.807.983.390,-178.128.604.888.916,SAL,0,5.495.166.778.564.450,19.707.392.156.124.100,3.076.483.726.501.460,8.220.000.267.028.800,1.884.000.015.258.780,17.100.000.381.469.700
7,-744.955.825.805.664,-2.200.989.532.470.700,7.332.003.021.240.230,SAL,0,-2.667.422.294.616.690,-11.568.771.600.723.200,-13.283.847.570.419.300,834.000.015.258.789,17.940.000.534.057.600,18.420.000.076.293.900
8,37.612.907.886.505.100,-684.981.107.711.792,-12.524.068.832.397.400,SAL,0,7.672.567.367.553.710,24.234.766.960.144.000,13.891.048.431.396.400,7.199.999.809.265.130,17.760.000.228.881.800,18.299.999.237.060.500
8,-7.692.570.209.503.170,-3.737.348.794.937.130,7.844.841.003.417.960,SAL,0,-6.755.374.431.610.100,35.665.054.321.289.000,-468.556.547.164.917,9.359.999.656.677.240,1.703.999.900.817.870,163.799.991.607.666
8,7.038.952.708.244.320,-14.841.656.684.875.400,-42.951.979.637.146,SAL,0,35.899.412.631.988.500,-13.012.205.362.319.900,-22.636.869.549.751.200,10.5,14.399.999.618.530.200,17.459.999.084.472.600
9,-19.345.149.993.896.400,27.054.479.122.161.800,9.308.655.738.830.560,SAL,0,4.768.656.253.814.690,-5.054.680.109.024.040,-6.199.839.115.142.820,8.760.000.228.881.830,13.079.999.923.706.000,19.799.999.237.060.500
0,-9.457.096.457.481.380,4.982.333.660.125.730,7.601.590.633.392.330,SEN,0,-12.234.562.635.421.700,6.258.428.692.817.680,-8.847.021.460.533.140,-2.069.999.885.559.080,1.259.999.942.779.540,8.699.999.809.265.130
0,13.072.341.680.526.700,15.514.427.423.477.100,5.006.275.653.839.110,SEN,0,-15.409.049.987.792.900,-4.302.070.617.675.780,-26.796.727.180.480.900,-20.399.999.618.530.200,10.079.999.923.706.000,119.399.995.803.833
1,4.019.864.559.173.580,-1.213.860.273.361.200,847.547.435.760.498,SEN,0,-1.217.597.246.170.040,-10.615.360.736.846.900,-14.514.228.105.545.000,-12.420.000.076.293.900,13.199.999.332.427.900,19.260.000.228.881.800
1,-1.364.694.982.767.100,-2.363.077.163.696.280,7.970.297.336.578.360,SEN,0,-11.195.929.050.445.500,1.853.560.209.274.290,-1.535.046.100.616.450,35.399.999.618.530.200,-4.980.000.019.073.480,20.639.999.389.648.400
1,-33.279.404.044.151.300,7.757.213.711.738.580,10.067.618.370.056.100,SEN,0,10.657.970.905.303.900,-13.262.543.082.237.200,-1.150.485.634.803.770,13.199.999.809.265.100,-38.999.998.569.488.500,17.459.999.084.472.600
2,1.460.463.047.027.580,18.195.933.103.561.400,9.619.902.610.778.800,SEN,0,1.999.501.347.541.800,-3.238.403.797.149.650,13.209.279.775.619.500,16.079.999.923.706.000,9.599.999.785.423.270,17.639.999.389.648.400
2,33.279.404.044.151.300,18.315.643.072.128.200,8.135.497.093.200.680,SEN,0,11.478.224.992.752.000,-1.142.496.109.008.780,5.017.395.615.577.690,1.668.000.030.517.570,38.999.998.569.488.500,18.959.999.084.472.600
2,20.661.959.648.132.300,849.941.611.289.978,6.868.964.672.088.620,SEN,0,5.150.553.584.098.810,-36.432.045.698.165.800,-4.857.605.993.747.710,15.119.999.885.559.000,1.559.999.942.779.540,19.139.999.389.648.400
3,424.970.817.565.918,14.269.442.558.288.500,13.211.204.528.808.500,SEN,0,-18.482.338.190.078.700,-11.893.677.711.486.800,-2.599.245.309.829.710,15.719.999.313.354.400,26.399.998.664.855.900,1.865.999.984.741.210
3,49.559.974.670.410.100,-25.498.247.146.606.400,1.299.812.126.159.660,SEN,0,9.480.853.378.772.730,3.130.812.168.121.330,4.905.542.731.285.090,17.279.998.779.296.800,671.999.979.019.165,17.100.000.381.469.700
3,19.608.511.924.743.600,2.561.795.711.517.330,847.786.808.013.916,SEN,0,1.528.654.545.545.570,782.436.728.477.478,14.008.226.990.699.700,16.440.000.534.057.600,7.799.999.713.897.700,1.715.999.984.741.210
4,15.490.485.429.763.700,1.821.987.509.727.470,9.229.647.636.413.570,SEN,0,-1.113.201.379.776.000,-23.009.711.503.982.500,11.664.646.118.879.300,15.899.999.618.530.200,6.299.999.713.897.700,1.853.999.900.817.870
4,16.974.890.232.086.100,20.254.945.755.004.800,905.487.060.546.875,SEN,0,-15.978.965.908.288.900,-1.022.653.877.735.130,5.965.480.953.454.970,163.799.991.607.666,5.039.999.961.853.020,1.818.000.030.517.570
4,8.834.604.024.887.080,19.800.047.874.450.600,9.217.676.162.719.720,SEN,0,47.936.901.450.157.100,9.534.116.834.402.080,-27.164.243.161.678.300,1.619.999.885.559.080,5.639.999.866.485.590,17.760.000.228.881.800
4,10.199.298.858.642.500,18.746.598.958.969.100,9.500.192.642.211.910,SEN,0,3.195.793.367.922.300,7.989.482.954.144.470,19.174.760.207.533.800,16.260.000.228.881.800,6.539.999.961.853.020,18
5,7.948.749.661.445.610,7.158.663.272.857.660,1.328.063.678.741.450,SEN,0,-7.009.440.064.430.230,3.621.899.336.576.460,3.115.898.668.766.020,16.559.999.465.942.300,6.599.999.904.632.560,18.420.000.076.293.900
5,-23.558.945.655.822.700,17.717.093.229.293.800,11.532.869.338.989.200,SEN,0,-5.896.238.684.654.230,11.185.277.253.389.300,-9.768.475.294.113.150,15.839.999.198.913.500,4.440.000.057.220.450,19.020.000.457.763.600
5,-1.525.106.430.053.710,23.989.901.542.663.500,13.081.917.762.756.300,SEN,0,-21.252.025.663.852.600,7.765.777.707.099.910,-40.533.313.155.174.200,1.434.000.015.258.780,2.700.000.047.683.710,20.219.999.313.354.400
6,-35.913.024.097.681.000,4.144.362.926.483.150,811.634.349.822.998,SEN,0,34.993.937.611.579.800,3.659.183.382.987.970,10.120.011.866.092.600,13.920.000.076.293.900,4.380.000.114.440.910,21.420.000.076.293.900
6,-1.400.607.943.534.850,4.927.267.074.584.960,8.453.926.086.425.780,SEN,0,-1.022.653.877.735.130,-11.984.225.362.539.200,-2.822.950.854.897.490,13.679.999.351.501.400,7.259.999.752.044.670,21.420.000.076.293.900
6,-9.433.154.463.768.000,4.831.499.099.731.440,835.336.971.282.959,SEN,0,3.440.804.183.483.120,21.092.236.042.022.700,2.663.161.139.935.250,13.319.999.694.824.200,89.399.995.803.833,21.600.000.381.469.700
7,-17.860.745.191.574.000,5.813.121.795.654.290,7.010.222.434.997.550,SEN,0,9.214.537.590.742.110,532.632.227.987.051,-1.203.748.807.311.050,13.079.999.923.706.000,9.420.000.076.293.940,22.619.998.931.884.700
7,-16.280.571.222.305.200,5.726.930.618.286.130,7.311.892.032.623.290,SEN,0,13.156.016.170.978.500,-4.793.690.051.883.450,-6.657.902.896.404.260,12.239.999.771.118.100,10.619.999.885.559.000,22.5
7,-16.424.223.184.585.500,5.604.825.973.510.740,7.479.485.988.616.940,SEN,0,7.456.851.191.818.710,-3.834.952.041.506.760,-4.048.004.746.437.070,12.119.999.885.559.000,1.109.999.942.779.540,2.184.000.015.258.780
8,-16.352.397.203.445.400,5.456.385.612.487.790,7.711.723.804.473.870,SEN,0,-12.144.014.984.369.200,13.582.122.325.897.200,1.438.106.968.998.900,12.239.999.771.118.100,10.679.999.351.501.400,2.118.000.030.517.570
8,-18.962.076.902.389.500,5.600.037.574.768.060,7.620.744.228.363.030,SEN,0,463.390.052.318.573,12.250.540.778.040.800,-6.338.323.652.744.290,12.300.000.190.734.800,11.639.999.389.648.400,2.135.999.870.300.290
8,-18.195.933.103.561.400,5.614.402.770.996.090,7.496.245.384.216.300,SEN,0,601.874.403.655.529,-26.098.979.637.026.700,-12.783.173.471.689.200,12.179.999.351.501.400,12.059.999.465.942.300,21.719.999.313.354.400
9,-16.280.571.222.305.200,5.305.551.052.093.500,7.738.059.997.558.590,SEN,0,-511.326.938.867.569,14.913.702.383.637.400,-55.393.751.710.653.300,11.819.999.694.824.200,11.699.999.809.265.100,2.135.999.870.300.290
9,-1.680.729.627.609.250,5.501.875.400.543.210,7.785.943.984.985.350,SEN,0,-23.435.818.031.430.200,532.632.227.987.051,-3.621.899.336.576.460,12.119.999.885.559.000,11.579.999.923.706.000,21
0,11.037.269.830.703.700,6.799.532.890.319.820,59.735.331.535.339.300,CA,0,11.265.171.766.281.100,2.733.468.532.562.250,6.301.039.457.321.160,16.020.000.457.763.600,1.284.000.015.258.780,14.279.999.732.971.100
0,3.287.238.836.288.450,20.039.467.811.584.400,911.233.139.038.086,CA,0,-860.733.687.877.655,4.532.700.181.007.380,16.112.124.919.891.300,16.440.000.534.057.600,11.519.999.504.089.300,1.475.999.927.520.750
0,2.851.494.312.286.370,3.256.114.423.274.990,12.016.498.565.673.800,CA,0,-3.424.825.370.311.730,7.254.450.917.243.950,-1.113.201.379.776.000,16.260.000.228.881.800,5.759.999.752.044.670,15.779.999.732.971.100
1,-17.932.571.172.714.200,667.982.280.254.364,12.921.506.881.713.800,CA,0,17.896.443.605.422.900,-36.804.887.652.397.100,-9.209.211.468.696.590,1.415.999.984.741.210,10.199.999.809.265.100,19.139.999.389.648.400
1,-2.209.848.165.512.080,24.636.335.372.924.800,7.793.126.583.099.360,CA,0,-3.371.562.063.694,26.738.137.006.759.600,-993.891.716.003.418,13.920.000.076.293.900,4.079.999.923.706.050,20.939.998.626.708.900
1,373.016.619.682.312,-22.170.307.636.260.900,14.973.337.173.461.900,CA,0,-2.781.938.076.019.280,34.887.412.190.437.300,19.510.318.040.847.700,16.559.999.465.942.300,89.399.995.803.833,18.119.998.931.884.700
2,-4.405.331.015.586.850,-27.030.537.128.448.400,6.897.695.064.544.670,CA,0,471.912.145.614.624,-8.117.315.173.149.100,17.358.484.268.188.400,16.979.999.542.236.300,5.819.999.694.824.210,14.880.000.114.440.900
2,3.399.766.445.159.910,-36.343.982.219.696.000,11.015.722.274.780.200,CA,0,-11.664.646.118.879.300,-36.964.675.784.111.000,-21.252.025.663.852.600,1.434.000.015.258.780,-26.399.998.664.855.900,12.899.999.618.530.200
2,-36.535.518.169.403.000,-27.102.363.109.588.600,4.900.930.881.500.240,CA,0,1.887.648.582.458.490,-4.127.899.706.363.670,-6.072.007.417.678.830,11.279.999.732.971.100,-737.999.963.760.376,12.359.999.656.677.200
3,12.737.152.576.446.500,-6.821.080.684.661.860,13.378.799.438.476.500,CA,0,-23.989.756.107.330.300,12.191.951.274.871.800,47.878.313.064.575.100,104.399.995.803.833,-7.319.999.694.824.210,13.799.999.237.060.500
3,-4.405.331.015.586.850,-26.336.219.161.748.800,14.669.273.376.464.800,CA,0,-4.814.995.229.244.230,9.305.084.943.771.360,-5.267.732.739.448.540,23.399.999.141.693.100,-8.579.999.923.706.050,12.899.999.618.530.200
3,-2.734.178.304.672.240,-4.965.574.264.526.360,9.002.198.219.299.310,CA,0,20.788.636.207.580.500,-18.269.285.559.654.200,-25.060.346.126.556.300,-6.899.999.618.530.270,-10.559.999.465.942.300,9.420.000.076.293.940
4,-3.246.537.446.975.700,-60.405.707.359.313.900,7.587.224.960.327.140,CA,0,-1.038.632.869.720.450,9.731.190.800.666.800,9.960.222.840.309.140,-3.299.999.952.316.280,-8.699.999.809.265.130,10.559.999.465.942.300
4,23.798.365.592.956.500,-24.851.813.316.345.200,9.548.076.629.638.670,CA,0,-8.612.663.149.833.670,-14.008.226.990.699.700,19.014.970.064.163.200,-37.799.999.713.897.700,-4.859.999.656.677.240,10.5
4,-24.396.915.435.791.000,-7.113.173.484.802.240,13.960.590.362.548.800,CA,0,18.104.169.368.743.800,-26.258.769.631.385.800,-14.152.038.097.381.500,-12.420.000.076.293.900,587.999.963.760.376,5.940.000.057.220.450
5,-47.405.195.236.206.000,-33.901.896.476.745.600,2.449.268.341.064.450,CA,0,10.572.749.376.296.900,-35.420.042.276.382.400,5.720.469.951.629.630,-13.139.999.389.648.400,14.399.999.380.111.600,5.279.999.732.971.190
5,10.414.776.802.062.900,-849.941.635.131.836,120.021.333.694.458,CA,0,-23.515.713.214.874.200,9.374.327.063.560.480,39.569.249.153.137.200,-7.559.999.942.779.540,-9.899.999.618.530.270,1.259.999.942.779.540
5,-2.164.358.377.456.660,-32.609.026.432.037.300,14.827.291.488.647.400,CA,0,-21.038.973.331.451.400,5.965.480.804.443.350,-5.123.922.228.813.170,-13.079.999.923.706.000,-4.559.999.942.779.540,11.399.999.618.530.200
5,-5.635.950.565.338.130,-69.910.688.400.268.500,90.859.956.741.333,CA,0,34.605.116.844.177.200,-9.475.527.405.738.830,-2.669.552.803.039.550,-20.279.998.779.296.800,1.5,3.179.999.828.338.620
6,-34.165.258.407.592.700,-60.405.707.359.313.900,7.754.819.393.157.950,CA,0,-22.642.195.224.761.900,9.081.379.771.232.600,25.454.494.953.155.500,-15.539.999.961.853.000,-41.999.998.688.697.800,10.199.999.809.265.100
6,-3.711.012.601.852.410,-39.815.573.692.321.700,10.031.704.902.648.900,CA,0,-1.192.030.906.677.240,6.791.061.162.948.600,14.194.649.457.931.500,-12.420.000.076.293.900,-3,18.420.000.076.293.900
6,-258.813.214.302.063,-520.978.307.723.999,12.619.836.807.250.900,CA,0,20.106.866.359.710.600,-9.129.316.210.746.760,-15.947.009.325.027.400,-16.739.999.771.118.100,41.999.998.688.697.800,13.679.999.351.501.400
7,-26.001.031.398.773.100,-3.098.097.085.952.750,2.715.024.709.701.530,CA,0,203.678.560.256.958,-1.031.175.971.031.180,-16.447.683.572.769.100,-19.260.000.228.881.800,16.799.999.475.479.100,11.460.000.038.146.900
7,-35.721.490.383.148.100,-12.473.790.645.599.300,13.800.178.527.832.000,CA,0,-2.604.571.580.886.840,6.242.449.879.646.300,362.189.918.756.485,-16.020.000.457.763.600,19.799.998.998.641.900,18.299.999.237.060.500
7,-8.619.126.081.466.670,-2.296.039.342.880.240,113.269.681.930.542,CA,0,-399.474.173.784.256,-6.450.176.239.013.670,-1.438.107.043.504.710,-15.299.999.237.060.500,-17.999.999.225.139.600,17.520.000.457.763.600
8,-3.864.241.600.036.620,-5.430.049.419.403.070,7.587.224.960.327.140,CA,0,17.251.957.654.953.000,10.104.033.946.990.900,-2.166.215.181.350.700,-17.639.999.389.648.400,-3.419.999.837.875.360,10.380.000.114.440.900
8,-8.286.332.130.432.120,-883.939.266.204.834,26.886.885.166.168.200,CA,0,10.343.717.336.654.600,8.767.126.202.583.310,-1.642.637.848.854.060,-15.299.999.237.060.500,-5.819.999.694.824.210,1.134.000.015.258.780
8,-9.315.838.813.781.730,-5.492.298.603.057.860,331.118.106.842.041,CA,0,-7.424.893.379.211.420,-6.865.629.553.794.860,-1.162.736.177.444.450,-12.239.999.771.118.100,-10.139.999.389.648.400,1.434.000.015.258.780
0,-47.884.035.110.473.600,5.655.104.637.145.990,7.376.535.415.649.410,TRO,0,-15.020.228.922.367.000,5.358.279.943.466.180,-8.564.726.114.273.070,-3.179.999.828.338.620,25.799.999.237.060.500,9.539.999.961.853.020
0,-21.308.395.266.532.800,30.334.534.645.080.500,8.118.738.174.438.470,TRO,0,-29.401.299.357.414.200,-3.062.635.362.148.280,-10.700.581.073.760.900,-1.5,2.501.999.855.041.500,11.399.999.618.530.200
1,34.308.910.369.873.000,-2.276.885.747.909.540,13.479.355.812.072.700,TRO,0,29.454.562.067.985.500,9.571.400.880.813.590,27.547.738.552.093.500,11.999.999.284.744.200,24,15.899.999.618.530.200
1,13.208.810.806.274.400,-22.266.076.505.184.100,11.999.738.693.237.300,TRO,0,-5.539.374.947.547.910,1.865.810.751.914.970,3.835.484.743.118.280,7.199.999.809.265.130,21.299.999.237.060.500,20.760.000.228.881.800
1,-36.152.446.269.989.000,-6.349.422.931.671.140,-5.817.910.194.396.970,TRO,0,8.547.149.658.203.120,38.589.205.741.882.300,-35.505.263.805.389.400,10.380.000.114.440.900,15.719.999.313.354.400,2.934.000.015.258.780
1,-21.787.235.260.009.700,12.820.950.508.117.600,25.725.696.563.720.700,TRO,0,-7.760.984.420.776.360,-359.313.702.583.313,-6.562.029.123.306.270,1.5,20.219.999.313.354.400,22.020.000.457.763.600
2,-6.046.795.654.296.870,8.540.117.263.793.940,21.552.602.767.944.300,TRO,0,-2.719.087.600.708.000,-25.608.956.813.812.200,-19.888.486.862.182.600,-7.619.999.885.559.080,238.799.991.607.666,13.079.999.923.706.000
2,-7.316.680.431.365.960,-1.227.267.837.524.410,1.625.662.922.859.190,TRO,0,-4.253.068.447.113.030,4.233.360.767.364.500,-3.722.033.977.508.540,-3.359.999.895.095.820,2.184.000.015.258.780,11.699.999.809.265.100
2,19.977.218.627.929.600,-1.173.158.809.542.650,10.869.675.636.291.500,TRO,0,-16.857.810.020.446.700,-4.135.356.426.239.010,-26.098.979.637.026.700,-13.799.999.952.316.200,2.418.000.030.517.570,9.179.999.351.501.460
3,2.363.077.163.696.280,-17.951.725.006.103.500,-10.093.954.086.303.700,TRO,0,-43.249.738.216.400.100,27.643.613.815.307.600,-7.707.188.129.425.040,-3.179.999.828.338.620,22.619.998.931.884.700,15.179.999.351.501.400
3,7.005.434.036.254.880,6.976.703.643.798.820,7.747.636.795.043.940,TRO,0,5.326.322.466.135.020,21.923.141.479.492.100,14.045.511.484.146.100,-6.599.999.666.213.980,2.165.999.984.741.210,13.559.999.465.942.300
3,-11.547.234.535.217.200,-13.433.865.547.180.100,13.311.761.617.660.500,TRO,0,631.435.489.654.541,-10.016.149.520.874.000,6.103.965.044.021.600,-3,20.100.000.381.469.700,14.219.999.313.354.400
4,-23.554.157.257.080.000,4.752.490.520.477.290,-4.491.522.312.164.300,TRO,0,-5.021.123.886.108.390,-1.597.896.683.961.150,-10.056.096.315.383.900,-8.399.999.737.739.560,16.079.999.923.706.000,7.980.000.019.073.480
4,11.283.872.604.370.100,8.037.335.395.812.980,1.504.516.315.460.200,TRO,0,27.467.844.486.236.500,-31.180.291.175.842.200,-6.269.081.234.931.940,2.700.000.047.683.710,19.020.000.457.763.600,19.199.999.570.846.500
4,-34.117.374.420.166.000,-9.351.752.281.188.960,-1.373.314.094.543.450,TRO,0,-10.950.918.197.631.800,-31.212.249.398.231.500,-26.599.652.767.181.300,10.799.999.237.060.500,21.239.999.771.118.100,16.799.999.475.479.100
5,18.148.049.116.134.600,4.795.586.109.161.370,5.700.594.425.201.410,TRO,0,-12.783.173.322.677.600,4.152.400.970.458.980,-3.616.572.916.507.720,-22.799.999.713.897.700,17.399.999.618.530.200,-6.599.999.904.632.560
5,-14.999.673.843.383.700,-12.449.849.128.723.100,11.252.748.221.158.900,TRO,0,8.992.429.733.276.360,-8.055.529.594.421.380,3.632.019.281.387.320,-23.399.999.141.693.100,2.015.999.984.741.210,29.999.998.211.860.600
5,-60.477.535.247.802.700,-8.034.940.719.604.490,6.572.083.473.205.560,TRO,0,-6.260.026.454.925.530,4.733.502.388.000.480,-8.439.558.029.174.800,10.799.999.237.060.500,2.231.999.969.482.420,12.599.999.904.632.500
6,14.772.224.426.269.500,19.345.149.993.896.400,25.785.553.455.352.700,TRO,0,34.599.790.573.120.100,-15.952.335.596.084.500,22.770.028.114.318.800,-19.799.998.998.641.900,22.619.998.931.884.700,-3.359.999.895.095.820
6,-5.104.437.828.063.960,-12.698.845.863.342.200,-3.804.386.615.753.170,TRO,0,15.126.755.237.579.300,-3.820.038.318.634.030,-4.724.447.727.203.360,-3.299.999.952.316.280,2.531.999.969.482.420,-6.599.999.666.213.980
6,-4.649.539.470.672.600,11.827.356.338.500.900,1.272.757.625.579.830,TRO,0,27.601.001.262.664.700,12.937.636.375.427.200,-11.291.803.121.566.700,-5.819.999.694.824.210,17.940.000.534.057.600,-7.139.999.866.485.590
7,-5.157.110.595.703.120,16.984.466.552.734.300,3.244.622.039.794.920,TRO,0,20.048.277.378.082.200,-700.624.418.258.667,7.760.451.436.042.780,-1.115.999.984.741.210,7.019.999.980.926.510,-11.880.000.114.440.900
7,19.153.612.852.096.500,-15.277.400.970.458.900,-6.447.585.105.895.990,TRO,0,1.279.382.586.479.180,7.408.914.566.040.030,-3.147.856.593.132.010,-14.399.999.618.530.200,35.399.999.618.530.200,10.799.999.237.060.500
7,23.487.119.674.682.600,5.410.895.943.641.660,2.628.833.532.333.370,TRO,0,9.294.432.401.657.100,-88.576.740.026.474,1.522.795.557.975.760,-16.020.000.457.763.600,-5.999.999.642.372.130,14.579.999.923.706.000
8,-14.207.192.420.959.400,-8.722.076.416.015.620,-914.345.645.904.541,TRO,0,-14.679.343.700.408.900,-7.438.741.683.959.960,26.152.241.230.010.900,-15,-5.460.000.038.146.970,15.359.999.656.677.200
8,-57.745.750.427.246.000,-12.349.292.755.126.900,1.987.187.385.559.080,TRO,0,-34.764.904.975.891.100,26.450.517.177.581.700,-3.792.341.470.718.380,-8.519.999.504.089.350,2.879.999.876.022.330,21.600.000.381.469.700
8,7.110.779.285.430.900,27.988.216.876.983.600,7.881.711.959.838.860,TRO,0,-29.987.194.538.116.400,14.791.196.584.701.500,8.916.263.580.322.260,-7.619.999.885.559.080,37.799.999.713.897.700,23.100.000.381.469.700
9,3.818.751.811.981.200,-12.162.544.250.488.200,-16.922.218.322.753.900,TRO,0,758.148.717.880.249,-1.088.700.294.494.620,-6.492.787.003.517.150,-13.739.999.771.118.100,-4.259.999.752.044.670,16.739.999.771.118.100
0,-14.365.209.639.072.400,7.905.653.953.552.240,7.003.039.836.883.540,SAL,0,-29.550.435.543.060.300,19.174.760.580.062.800,-29.976.541.996.002.100,10.979.999.542.236.300,22.920.000.076.293.900,163.799.991.607.666
0,-1.039.083.480.834.960,5.128.379.821.777.340,26.647.465.229.034.400,SAL,0,-3.752.393.960.952.750,-2.855.973.958.969.110,9.161.274.135.112.760,8.519.999.504.089.350,2.184.000.015.258.780,16.139.999.389.648.400
0,37.277.719.974.517.800,-18.794.482.946.395.800,7.422.025.203.704.830,SAL,0,45.140.581.130.981.400,33.065.807.819.366.400,33.326.797.485.351.500,7.739.999.771.118.160,1.781.999.969.482.420,18.299.999.237.060.500
1,30.861.260.890.960.600,-4.508.281.707.763.670,20.980.388.641.357.400,SAL,0,-2.509.230.375.289.910,-19.318.571.090.698.200,-3.941.478.431.224.820,89.399.995.803.833,16.739.999.771.118.100,1.919.999.885.559.080
1,4.623.203.277.587.890,-31.364.041.566.848.700,-7.350.199.222.564.690,SAL,0,7.668.306.350.708.000,411.618.185.043.335,1.555.818.796.157.830,8.279.999.732.971.190,17.520.000.457.763.600,1.853.999.900.817.870
1,1.090.558.910.369.870,-9.694.122.314.453.120,-4.039.018.154.144.280,SAL,0,-7.116.499.423.980.710,-23.174.827.098.846.400,-19.968.382.120.132.400,959.999.942.779.541,18.299.999.237.060.500,14.639.999.389.648.400
1,-4.538.688.278.198.240,-17.717.093.229.293.800,7.844.841.003.417.960,SAL,0,31.563.785.076.141.300,-2.354.767.084.121.700,30.386.669.635.772.700,10.199.999.809.265.100,19.139.999.389.648.400,13.859.999.656.677.200
1,13.764.266.014.099.100,-9.583.989.143.371.580,16.759.412.363.171.500,SAL,0,-36.448.023.319.244.300,-28.107.001.781.463.600,-18.913.770.914.077.700,8.699.999.809.265.130,18.299.999.237.060.500,13.679.999.351.501.400
2,13.263.877.630.233.700,-8.755.595.207.214.350,-6.900.089.263.916.010,SAL,0,-9.283.779.859.542.840,-26.098.978.519.439.600,-39.095.205.068.588.200,5.940.000.057.220.450,1.884.000.015.258.780,984.000.015.258.789
2,-13.512.874.603.271.400,19.211.074.829.101.500,4.944.026.565.551.750,SAL,0,-18.327.875.137.329.100,-73.364.763.259.887.600,10.045.443.773.269.600,4.019.999.980.926.510,1.985.999.870.300.290,4.980.000.019.073.480
2,-9.016.563.415.527.340,-4.987.122.058.868.400,-1.194.706.678.390.500,SAL,0,-21.337.246.894.836.400,-2.689.792.811.870.570,1.768.338.978.290.550,3.299.999.952.316.280,20.639.999.389.648.400,-7.199.999.690.055.840
2,-19.120.094.299.316.400,-17.085.023.880.004.800,7.532.158.374.786.370,SAL,0,-25.928.537.845.611.500,-2.399.508.237.838.740,-35.611.791.610.717.700,2.879.999.876.022.330,21.059.999.465.942.300,-23.999.998.569.488.500
3,-10.127.472.877.502.400,-6.117.185.115.814.200,43.191.399.574.279.700,SAL,0,22.690.134.048.461.900,28.037.760.257.720.900,-25.454.494.953.155.500,24.600.000.381.469.700,2.184.000.015.258.780,5.999.999.865.889.540
3,-31.723.173.141.479.400,19.273.324.012.756.300,21.729.774.475.097.600,SAL,0,-3.532.949.686.050.410,27.563.717.365.264.800,3.669.835.925.102.230,6.779.999.732.971.190,21.059.999.465.942.300,13.799.999.952.316.200
3,-4.225.766.181.945.800,-4.316.745.758.056.640,-35.913.026.332.855.200,SAL,0,4.417.651.653.289.790,2.280.731.201.171.870,6.657.902.598.381.040,10.619.999.885.559.000,18.479.999.542.236.300,9.179.999.351.501.460
4,-4.750.096.321.105.950,-24.013.843.536.376.900,14.262.259.483.337.400,SAL,0,-10.392.720.222.473.100,33.662.357.330.322.200,-33.161.683.082.580.500,965.999.984.741.211,15.899.999.618.530.200,20.459.999.084.472.600
4,-21.092.917.919.158.900,-10.517.727.851.867.600,26.431.987.285.614.000,SAL,0,-2.837.331.771.850.580,4.165.183.901.786.800,5.640.575.289.726.250,5.519.999.980.926.510,10.380.000.114.440.900,2.315.999.984.741.210
4,-44.077.253.341.674.800,9.634.267.807.006.830,6.342.240.333.557.120,SAL,0,4.371.845.245.361.320,-13.795.174.658.298.400,3.973.968.982.696.530,-18.600.000.143.051.100,4.679.999.828.338.620,2.465.999.984.741.210
5,1.048.660.397.529.600,-12.555.193.901.062.000,6.052.541.732.788.080,SAL,0,-31.276.164.054.870.600,17.507.621.049.880.900,14.556.838.274.002.000,-671.999.979.019.165,3.419.999.837.875.360,23.639.999.389.648.400
5,19.098.546.981.811.500,-13.168.108.940.124.500,-3.706.224.203.109.740,SAL,0,7.660.849.571.228.020,6.718.090.057.373.040,4.294.081.211.090.080,-815.999.984.741.211,4.619.999.885.559.080,2.231.999.969.482.420
5,-3.495.534.360.408.780,-50.876.784.324.646,-9.093.177.795.410.150,SAL,0,-14.375.743.865.966.700,-1.833.852.767.944.330,-203.305.721.282.959,-10.5,3.059.999.942.779.540,18.420.000.076.293.900
6,9.287.108.421.325.680,-9.464.279.174.804.680,-30.837.318.897.247.300,SAL,0,-21.976.406.574.249.200,-23.286.681.175.231.900,469.515.323.638.916,-10.739.999.771.118.100,20.999.999.046.325.600,18.299.999.237.060.500
6,-9.074.024.200.439.450,-6.754.043.102.264.400,-11.276.689.529.418.900,SAL,0,-9.795.106.649.398.800,-14.998.923.540.115.300,-28.549.087.047.576.900,-7.739.999.771.118.160,-5.999.999.865.889.540,2.484.000.015.258.780
6,5.963.956.356.048.580,-12.469.002.723.693.800,-1.680.729.627.609.250,SAL,0,2.594.984.292.984.000,36.394.760.608.673.000,13.981.596.231.460.500,-4.440.000.057.220.450,-4.920.000.076.293.940,2.334.000.015.258.780
7,-2.873.760.223.388.670,667.982.280.254.364,10.675.745.010.375.900,SAL,0,-62.930.498.123.168.900,-8.523.180.961.608.880,-6.625.944.972.038.260,-34.800.000.190.734.800,-5.940.000.057.220.450,2.069.999.885.559.080
7,2.889.801.502.227.780,-5.614.402.770.996.090,-14.034.810.066.223.100,SAL,0,-6.940.197.944.641.110,-11.243.866.682.052.600,-10.817.760.229.110.700,-36.599.998.474.121.000,-5.099.999.904.632.560,21.600.000.381.469.700
